,1 ADULT,1 ADULT,1 ADULT,1 ADULT,2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),County,State,URL,Unnamed: 0_level_0
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Hancock County,Mississippi,https://livingwage.mit.edu/counties/28045,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Hancock County,Mississippi,https://livingwage.mit.edu/counties/28045,Minimum Wage
0,$14.30,$27.94,$34.16,$43.80,$23.35,$27.12,$30.73,$33.19,$11.67,$15.36,$18.96,$21.98,Harrison County,Mississippi,https://livingwage.mit.edu/counties/28047,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Harrison County,Mississippi,https://livingwage.mit.edu/counties/28047,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Harrison County,Mississippi,https://livingwage.mit.edu/counties/28047,Minimum Wage
0,$14.43,$27.79,$33.40,$41.81,$23.65,$27.58,$31.19,$33.04,$11.82,$15.28,$18.57,$20.99,Hinds County,Mississippi,https://livingwage.mit.edu/counties/28049,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Hinds County,Mississippi,https://livingwage.mit.edu/counties/28049,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Hinds County,Mississippi,https://livingwage.mit.edu/counties/28049,Minimum Wage
0,$12.90,$24.36,$28.35,$34.78,$21.69,$25.78,$29.38,$30.88,$10.84,$13.57,$16.05,$17.48,Holmes County,Mississippi,https://livingwage.mit.edu/counties/28051,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Holmes County,Mississippi,https://livingwage.mit.edu/counties/28051,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Holmes County,Mississippi,https://livingwage.mit.edu/counties/28051,Minimum Wage
0,$12.90,$25.59,$30.81,$38.29,$22.24,$25.78,$29.38,$30.70,$11.12,$14.18,$17.28,$19.23,Humphreys County,Mississippi,https://livingwage.mit.edu/counties/28053,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Humphreys County,Mississippi,https://livingwage.mit.edu/counties/28053,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Humphreys County,Mississippi,https://livingwage.mit.edu/counties/28053,Minimum Wage
0,$12.90,$24.85,$29.31,$36.05,$21.69,$25.78,$29.38,$30.70,$10.84,$13.81,$16.53,$18.11,Issaquena County,Mississippi,https://livingwage.mit.edu/counties/28055,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Issaquena County,Mississippi,https://livingwage.mit.edu/counties/28055,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Issaquena County,Mississippi,https://livingwage.mit.edu/counties/28055,Minimum Wage
0,$13.13,$25.89,$31.40,$39.38,$22.10,$25.78,$29.38,$30.90,$11.05,$14.33,$17.57,$19.78,Itawamba County,Mississippi,https://livingwage.mit.edu/counties/28057,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Itawamba County,Mississippi,https://livingwage.mit.edu/counties/28057,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Itawamba County,Mississippi,https://livingwage.mit.edu/counties/28057,Minimum Wage
0,$13.95,$27.67,$33.77,$43.59,$23.21,$26.96,$30.56,$33.32,$11.61,$15.22,$18.76,$21.88,Jackson County,Mississippi,https://livingwage.mit.edu/counties/28059,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Jackson County,Mississippi,https://livingwage.mit.edu/counties/28059,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Jackson County,Mississippi,https://livingwage.mit.edu/counties/28059,Minimum Wage
0,$12.95,$25.60,$30.75,$38.20,$21.89,$25.84,$29.44,$30.78,$10.94,$14.19,$17.25,$19.18,Jasper County,Mississippi,https://livingwage.mit.edu/counties/28061,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Jasper County,Mississippi,https://livingwage.mit.edu/counties/28061,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Jasper County,Mississippi,https://livingwage.mit.edu/counties/28061,Minimum Wage
0,$12.90,$25.49,$30.60,$38.53,$21.84,$25.78,$29.38,$31.25,$10.92,$14.13,$17.17,$19.35,Jefferson County,Mississippi,https://livingwage.mit.edu/counties/28063,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Jefferson County,Mississippi,https://livingwage.mit.edu/counties/28063,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Jefferson County,Mississippi,https://livingwage.mit.edu/counties/28063,Minimum Wage
0,$12.90,$25.38,$30.37,$38.31,$22.24,$25.78,$29.38,$31.36,$11.12,$14.07,$17.06,$19.24,Jefferson Davis County,Mississippi,https://livingwage.mit.edu/counties/28065,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Jefferson Davis County,Mississippi,https://livingwage.mit.edu/counties/28065,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Jefferson Davis County,Mississippi,https://livingwage.mit.edu/counties/28065,Minimum Wage
0,$12.76,$26.21,$31.57,$39.31,$22.21,$26.25,$29.86,$31.29,$11.11,$14.49,$17.66,$19.74,Jones County,Mississippi,https://livingwage.mit.edu/counties/28067,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Jones County,Mississippi,https://livingwage.mit.edu/counties/28067,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Jones County,Mississippi,https://livingwage.mit.edu/counties/28067,Minimum Wage
0,$12.90,$25.42,$30.47,$37.78,$21.69,$25.78,$29.38,$30.70,$10.84,$14.10,$17.11,$18.98,Kemper County,Mississippi,https://livingwage.mit.edu/counties/28069,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Kemper County,Mississippi,https://livingwage.mit.edu/counties/28069,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Kemper County,Mississippi,https://livingwage.mit.edu/counties/28069,Minimum Wage
0,$14.11,$28.56,$34.88,$44.70,$23.57,$27.63,$31.24,$33.78,$11.79,$15.66,$19.31,$22.43,Lafayette County,Mississippi,https://livingwage.mit.edu/counties/28071,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lafayette County,Mississippi,https://livingwage.mit.edu/counties/28071,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Lafayette County,Mississippi,https://livingwage.mit.edu/counties/28071,Minimum Wage
0,$13.23,$28.15,$34.73,$44.16,$22.98,$26.97,$30.58,$32.48,$11.49,$15.46,$19.24,$22.17,Lamar County,Mississippi,https://livingwage.mit.edu/counties/28073,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lamar County,Mississippi,https://livingwage.mit.edu/counties/28073,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Lamar County,Mississippi,https://livingwage.mit.edu/counties/28073,Minimum Wage
0,$12.95,$26.10,$31.07,$38.49,$22.26,$26.54,$30.14,$31.65,$11.13,$14.44,$17.41,$19.33,Lauderdale County,Mississippi,https://livingwage.mit.edu/counties/28075,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lauderdale County,Mississippi,https://livingwage.mit.edu/counties/28075,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Lauderdale County,Mississippi,https://livingwage.mit.edu/counties/28075,Minimum Wage
0,$13.40,$26.76,$32.49,$40.65,$22.36,$26.43,$30.03,$31.51,$11.18,$14.77,$18.12,$20.41,Lawrence County,Mississippi,https://livingwage.mit.edu/counties/28077,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lawrence County,Mississippi,https://livingwage.mit.edu/counties/28077,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Lawrence County,Mississippi,https://livingwage.mit.edu/counties/28077,Minimum Wage
0,$12.90,$26.16,$31.94,$40.06,$21.69,$25.78,$29.38,$30.77,$10.84,$14.47,$17.85,$20.12,Leake County,Mississippi,https://livingwage.mit.edu/counties/28079,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Leake County,Mississippi,https://livingwage.mit.edu/counties/28079,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Leake County,Mississippi,https://livingwage.mit.edu/counties/28079,Minimum Wage
0,$13.40,$26.13,$31.30,$38.99,$22.16,$26.37,$29.97,$31.55,$11.08,$14.45,$17.52,$19.58,Lee County,Mississippi,https://livingwage.mit.edu/counties/28081,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lee County,Mississippi,https://livingwage.mit.edu/counties/28081,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Lee County,Mississippi,https://livingwage.mit.edu/counties/28081,Minimum Wage
0,$12.54,$25.59,$30.79,$38.27,$21.77,$25.78,$29.38,$30.70,$10.88,$14.18,$17.27,$19.22,Leflore County,Mississippi,https://livingwage.mit.edu/counties/28083,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Leflore County,Mississippi,https://livingwage.mit.edu/counties/28083,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Leflore County,Mississippi,https://livingwage.mit.edu/counties/28083,Minimum Wage
0,$12.98,$25.87,$31.35,$39.76,$21.73,$25.78,$29.38,$31.35,$10.87,$14.32,$17.55,$19.97,Lincoln County,Mississippi,https://livingwage.mit.edu/counties/28085,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lincoln County,Mississippi,https://livingwage.mit.edu/counties/28085,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Lincoln County,Mississippi,https://livingwage.mit.edu/counties/28085,Minimum Wage
0,$13.09,$25.89,$31.16,$39.63,$22.02,$26.02,$29.63,$31.87,$11.01,$14.33,$17.46,$19.90,Lowndes County,Mississippi,https://livingwage.mit.edu/counties/28087,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lowndes County,Mississippi,https://livingwage.mit.edu/counties/28087,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Lowndes County,Mississippi,https://livingwage.mit.edu/counties/28087,Minimum Wage
0,$14.43,$27.86,$33.53,$42.00,$23.65,$27.58,$31.19,$33.04,$11.82,$15.31,$18.64,$21.09,Madison County,Mississippi,https://livingwage.mit.edu/counties/28089,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Madison County,Mississippi,https://livingwage.mit.edu/counties/28089,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Madison County,Mississippi,https://livingwage.mit.edu/counties/28089,Minimum Wage
0,$12.90,$25.79,$31.20,$39.37,$21.84,$25.78,$29.38,$31.18,$10.92,$14.28,$17.48,$19.77,Marion County,Mississippi,https://livingwage.mit.edu/counties/28091,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Marion County,Mississippi,https://livingwage.mit.edu/counties/28091,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Marion County,Mississippi,https://livingwage.mit.edu/counties/28091,Minimum Wage
0,$12.95,$25.60,$30.75,$38.41,$22.30,$25.84,$29.44,$31.00,$11.15,$14.18,$17.25,$19.29,Marshall County,Mississippi,https://livingwage.mit.edu/counties/28093,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Marshall County,Mississippi,https://livingwage.mit.edu/counties/28093,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Marshall County,Mississippi,https://livingwage.mit.edu/counties/28093,Minimum Wage
0,$12.90,$25.58,$30.78,$38.26,$21.88,$25.78,$29.38,$30.70,$10.94,$14.18,$17.27,$19.22,Monroe County,Mississippi,https://livingwage.mit.edu/counties/28095,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Monroe County,Mississippi,https://livingwage.mit.edu/counties/28095,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Monroe County,Mississippi,https://livingwage.mit.edu/counties/28095,Minimum Wage
0,$12.90,$25.52,$30.66,$38.13,$21.84,$25.78,$29.38,$30.76,$10.92,$14.14,$17.20,$19.15,Montgomery County,Mississippi,https://livingwage.mit.edu/counties/28097,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Montgomery County,Mississippi,https://livingwage.mit.edu/counties/28097,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Montgomery County,Mississippi,https://livingwage.mit.edu/counties/28097,Minimum Wage
0,$12.91,$25.30,$30.20,$37.39,$21.73,$25.78,$29.39,$30.71,$10.87,$14.03,$16.98,$18.78,Neshoba County,Mississippi,https://livingwage.mit.edu/counties/28099,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Neshoba County,Mississippi,https://livingwage.mit.edu/counties/28099,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Neshoba County,Mississippi,https://livingwage.mit.edu/counties/28099,Minimum Wage
0,$12.99,$25.53,$30.56,$37.89,$21.77,$25.89,$29.49,$30.84,$10.89,$14.15,$17.16,$19.03,Newton County,Mississippi,https://livingwage.mit.edu/counties/28101,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Newton County,Mississippi,https://livingwage.mit.edu/counties/28101,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Newton County,Mississippi,https://livingwage.mit.edu/counties/28101,Minimum Wage
0,$12.90,$24.50,$28.62,$35.68,$21.85,$25.78,$29.38,$31.36,$10.93,$13.64,$16.19,$17.92,Noxubee County,Mississippi,https://livingwage.mit.edu/counties/28103,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Noxubee County,Mississippi,https://livingwage.mit.edu/counties/28103,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Noxubee County,Mississippi,https://livingwage.mit.edu/counties/28103,Minimum Wage
0,$13.68,$27.25,$33.15,$41.55,$23.05,$26.75,$30.35,$31.91,$11.53,$15.01,$18.45,$20.86,Oktibbeha County,Mississippi,https://livingwage.mit.edu/counties/28105,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Oktibbeha County,Mississippi,https://livingwage.mit.edu/counties/28105,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Oktibbeha County,Mississippi,https://livingwage.mit.edu/counties/28105,Minimum Wage
0,$12.94,$25.73,$31.02,$38.78,$22.18,$25.83,$29.43,$30.94,$11.09,$14.25,$17.39,$19.48,Panola County,Mississippi,https://livingwage.mit.edu/counties/28107,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Panola County,Mississippi,https://livingwage.mit.edu/counties/28107,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Panola County,Mississippi,https://livingwage.mit.edu/counties/28107,Minimum Wage
0,$13.50,$26.60,$32.03,$40.12,$22.29,$26.57,$30.17,$31.89,$11.14,$14.68,$17.89,$20.15,Pearl River County,Mississippi,https://livingwage.mit.edu/counties/28109,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pearl River County,Mississippi,https://livingwage.mit.edu/counties/28109,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Pearl River County,Mississippi,https://livingwage.mit.edu/counties/28109,Minimum Wage
0,$13.23,$26.75,$31.93,$39.97,$22.98,$26.97,$30.58,$32.48,$11.49,$14.76,$17.84,$20.07,Perry County,Mississippi,https://livingwage.mit.edu/counties/28111,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Perry County,Mississippi,https://livingwage.mit.edu/counties/28111,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Perry County,Mississippi,https://livingwage.mit.edu/counties/28111,Minimum Wage
0,$13.07,$25.95,$31.29,$39.32,$22.31,$26.00,$29.60,$31.33,$11.15,$14.36,$17.52,$19.74,Pike County,Mississippi,https://livingwage.mit.edu/counties/28113,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pike County,Mississippi,https://livingwage.mit.edu/counties/28113,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Pike County,Mississippi,https://livingwage.mit.edu/counties/28113,Minimum Wage
0,$12.98,$25.48,$30.50,$37.87,$21.76,$25.87,$29.47,$30.88,$10.88,$14.13,$17.12,$19.02,Pontotoc County,Mississippi,https://livingwage.mit.edu/counties/28115,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pontotoc County,Mississippi,https://livingwage.mit.edu/counties/28115,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Pontotoc County,Mississippi,https://livingwage.mit.edu/counties/28115,Minimum Wage
0,$12.90,$25.68,$30.97,$38.54,$21.81,$25.78,$29.38,$30.70,$10.90,$14.22,$17.36,$19.36,Prentiss County,Mississippi,https://livingwage.mit.edu/counties/28117,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Prentiss County,Mississippi,https://livingwage.mit.edu/counties/28117,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Prentiss County,Mississippi,https://livingwage.mit.edu/counties/28117,Minimum Wage
0,$12.90,$24.88,$29.38,$36.15,$21.69,$25.78,$29.38,$30.70,$10.84,$13.82,$16.56,$18.16,Quitman County,Mississippi,https://livingwage.mit.edu/counties/28119,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Quitman County,Mississippi,https://livingwage.mit.edu/counties/28119,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Quitman County,Mississippi,https://livingwage.mit.edu/counties/28119,Minimum Wage
0,$14.43,$28.45,$34.70,$43.77,$23.65,$27.58,$31.19,$33.04,$11.82,$15.61,$19.23,$21.97,Rankin County,Mississippi,https://livingwage.mit.edu/counties/28121,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Rankin County,Mississippi,https://livingwage.mit.edu/counties/28121,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Rankin County,Mississippi,https://livingwage.mit.edu/counties/28121,Minimum Wage
0,$12.90,$26.32,$32.26,$40.51,$21.84,$25.78,$29.38,$30.74,$10.92,$14.54,$18.00,$20.34,Scott County,Mississippi,https://livingwage.mit.edu/counties/28123,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Scott County,Mississippi,https://livingwage.mit.edu/counties/28123,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Scott County,Mississippi,https://livingwage.mit.edu/counties/28123,Minimum Wage
0,$12.90,$25.06,$29.75,$37.19,$21.69,$25.78,$29.38,$31.18,$10.84,$13.92,$16.75,$18.68,Sharkey County,Mississippi,https://livingwage.mit.edu/counties/28125,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sharkey County,Mississippi,https://livingwage.mit.edu/counties/28125,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Sharkey County,Mississippi,https://livingwage.mit.edu/counties/28125,Minimum Wage
0,$13.59,$25.35,$29.66,$36.41,$22.81,$26.42,$30.03,$31.50,$11.41,$14.06,$16.71,$18.29,Simpson County,Mississippi,https://livingwage.mit.edu/counties/28127,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Simpson County,Mississippi,https://livingwage.mit.edu/counties/28127,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Simpson County,Mississippi,https://livingwage.mit.edu/counties/28127,Minimum Wage
0,$12.45,$25.41,$30.44,$38.31,$21.69,$25.78,$29.38,$31.27,$10.84,$14.09,$17.09,$19.24,Smith County,Mississippi,https://livingwage.mit.edu/counties/28129,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Smith County,Mississippi,https://livingwage.mit.edu/counties/28129,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Smith County,Mississippi,https://livingwage.mit.edu/counties/28129,Minimum Wage
0,$12.90,$25.26,$30.14,$37.85,$21.84,$25.78,$29.38,$31.25,$10.92,$14.02,$16.95,$19.01,Stone County,Mississippi,https://livingwage.mit.edu/counties/28131,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Stone County,Mississippi,https://livingwage.mit.edu/counties/28131,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Stone County,Mississippi,https://livingwage.mit.edu/counties/28131,Minimum Wage
0,$12.45,$25.39,$30.40,$37.68,$22.23,$25.78,$29.38,$30.70,$11.11,$14.08,$17.07,$18.93,Sunflower County,Mississippi,https://livingwage.mit.edu/counties/28133,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sunflower County,Mississippi,https://livingwage.mit.edu/counties/28133,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Sunflower County,Mississippi,https://livingwage.mit.edu/counties/28133,Minimum Wage
0,$12.90,$25.57,$30.76,$38.45,$21.69,$25.78,$29.38,$30.93,$10.84,$14.17,$17.26,$19.31,Tallahatchie County,Mississippi,https://livingwage.mit.edu/counties/28135,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Tallahatchie County,Mississippi,https://livingwage.mit.edu/counties/28135,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Tallahatchie County,Mississippi,https://livingwage.mit.edu/counties/28135,Minimum Wage
